time,open,close,high,low,volume
2026-03-12 08:00:00,647.0,641.0,684.0,634.0,4615585.50331766
2026-03-12 09:00:00,642.0,640.0,644.0,608.0,1948018.47816011
2026-03-12 10:00:00,640.0,631.0,657.0,624.0,861994.5668244002
2026-03-12 11:00:00,630.0,626.0,644.0,624.0,536717.9831213475
2026-03-12 12:00:00,628.0,629.0,652.0,623.0,708669.9755914658
2026-03-12 13:00:00,629.0,645.0,646.0,624.0,346432.60554016376
2026-03-12 14:00:00,644.0,640.0,648.0,631.0,350930.95832312555
2026-03-12 15:00:00,641.0,621.0,641.0,620.0,327808.81763148133
2026-03-12 16:00:00,621.0,618.0,630.0,616.0,137823.4353966186
2026-03-12 17:00:00,619.0,622.0,627.0,617.0,58390.01704358
2026-03-12 18:00:00,622.0,619.0,625.0,615.0,180288.4870043
2026-03-12 19:00:00,619.0,614.0,620.0,612.0,94325.27992566393
2026-03-12 20:00:00,617.0,631.0,632.0,616.0,106295.27596032099
2026-03-12 21:00:00,631.0,637.0,642.0,631.0,219506.45127822988
2026-03-12 22:00:00,637.0,635.0,642.0,627.0,247123.2367551345
2026-03-12 23:00:00,635.0,632.0,638.0,627.0,128649.04722433772
2026-03-13 00:00:00,632.0,627.0,634.0,622.0,121418.37500250111
2026-03-13 01:00:00,630.0,657.0,660.0,627.0,586813.0599221168
2026-03-13 02:00:00,654.0,640.0,654.0,634.0,301981.8639370035
2026-03-13 03:00:00,640.0,629.0,644.0,625.0,276119.01226701663
2026-03-13 04:00:00,629.0,629.0,638.0,627.0,117407.73056529788
2026-03-13 05:00:00,629.0,617.0,636.0,617.0,479389.0400608019
2026-03-13 06:00:00,617.0,587.0,619.0,586.0,1169246.5290409722
2026-03-13 07:00:00,587.0,597.0,606.0,577.0,848809.4829575872
2026-03-13 08:00:00,598.0,604.0,605.0,572.0,958058.0774514256
2026-03-13 09:00:00,602.0,622.0,627.0,587.0,811214.3735006698
2026-03-13 10:00:00,620.0,606.0,652.0,605.0,605833.0088724276
2026-03-13 11:00:00,606.0,619.0,630.0,604.0,259655.35239097112
2026-03-13 12:00:00,620.0,619.0,632.0,617.0,110216.9448292083
2026-03-13 13:00:00,621.0,616.0,624.0,616.0,91613.45999172876
2026-03-13 14:00:00,619.0,622.0,625.0,616.0,75914.22859446495
2026-03-13 15:00:00,622.0,607.0,624.0,607.0,137609.1863622834
2026-03-13 16:00:00,611.0,615.0,622.0,607.0,193047.5560154628
2026-03-13 17:00:00,615.0,634.0,635.0,605.0,89913.61878737733
2026-03-13 18:00:00,631.0,647.0,647.0,624.0,89661.08405831442
2026-03-13 19:00:00,648.0,645.0,653.0,599.0,91129.18850836644
2026-03-13 20:00:00,645.0,652.0,652.0,629.0,155281.2329590478
2026-03-13 21:00:00,650.0,640.0,653.0,640.0,178111.14175893477
2026-03-13 22:00:00,641.0,647.0,647.0,639.0,113063.24825681419
2026-03-13 23:00:00,645.0,646.0,650.0,641.0,163089.22203514
2026-03-14 00:00:00,646.0,624.0,650.0,619.0,186813.8175056428
2026-03-14 01:00:00,623.0,622.0,628.0,619.0,127913.23670666805
2026-03-14 02:00:00,620.0,618.0,629.0,618.0,92837.50996206816
2026-03-14 03:00:00,618.0,620.0,625.0,615.0,108244.0098266046
2026-03-14 04:00:00,621.0,616.0,621.0,612.0,97375.77529099016
2026-03-14 05:00:00,613.0,613.0,614.0,607.0,41573.99968565
2026-03-14 06:00:00,614.0,614.0,627.0,608.0,97480.19646564
2026-03-14 07:00:00,614.0,610.0,622.0,610.0,85893.00263497817
2026-03-14 08:00:00,610.0,618.0,620.0,608.0,61888.585780577705
2026-03-14 09:00:00,617.0,625.0,625.0,615.0,34190.5248707624
2026-03-14 10:00:00,625.0,629.0,631.0,619.0,36963.97715531
2026-03-14 11:00:00,629.0,635.0,635.0,620.0,60288.66009202
2026-03-14 12:00:00,637.0,624.0,647.0,621.0,79431.62740360854
2026-03-14 13:00:00,623.0,627.0,628.0,614.0,58551.28507122
2026-03-14 14:00:00,627.0,623.0,630.0,619.0,20649.625712135083
2026-03-14 15:00:00,624.0,625.0,631.0,620.0,94297.14757229637
2026-03-14 16:00:00,624.0,622.0,627.0,622.0,19672.2347442
2026-03-14 17:00:00,622.0,621.0,627.0,621.0,6849.51242403
2026-03-14 18:00:00,621.0,618.0,622.0,618.0,8099.11421465
2026-03-14 19:00:00,618.0,617.0,620.0,612.0,9248.41189985
2026-03-14 20:00:00,617.0,612.0,621.0,612.0,21824.18660073
2026-03-14 21:00:00,611.0,610.0,613.0,605.0,25918.13277564
2026-03-14 22:00:00,612.0,610.0,615.0,608.0,20976.58394628
2026-03-14 23:00:00,610.0,614.0,614.0,609.0,23617.05822864
2026-03-15 00:00:00,614.0,605.0,614.0,603.0,53172.66746171
2026-03-15 01:00:00,605.0,606.0,607.0,600.0,28479.025320270608
2026-03-15 02:00:00,608.0,599.0,609.0,599.0,25226.611933609474
2026-03-15 03:00:00,600.0,615.0,622.0,600.0,41917.6068761
2026-03-15 04:00:00,609.0,611.0,620.0,601.0,27535.5775546
2026-03-15 05:00:00,611.0,617.0,621.0,604.0,59354.0493841044
2026-03-15 06:00:00,615.0,617.0,621.0,600.0,71283.26111013
2026-03-15 07:00:00,612.0,590.0,612.0,587.0,121308.77994435524
2026-03-15 08:00:00,588.0,610.0,627.0,588.0,156224.510495008
2026-03-15 09:00:00,602.0,574.0,602.0,570.0,458021.3792696024
2026-03-15 10:00:00,573.0,613.0,613.0,561.0,786555.3861683139
2026-03-15 11:00:00,612.0,610.0,625.0,604.0,211239.47667345928
