날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-14 21:48:25,IP,매수,"1,155",143.901269,"166,250",417,-,"666,667"
2026-03-15 02:41:48,IP,매도,"1,152",143.901269,"165,730",414,-934,"831,761"
2026-03-15 05:12:53,IP,매수,"1,153",144.151315,"166,250",417,-,"581,466"
2026-03-15 08:14:21,IP,매도,"1,156",144.151315,"166,593",416,-73,"828,809"
