symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
A8,0.04,50.0,1.007,-4.32,14,14001.12,6.23,"{""횡보정리"": 2, ""전략매도"": 2, ""동적익절"": 4, ""손절"": 6}"
ACX,3.64,57.14,1.627,-4.61,14,14091.33,7.89,"{""손절"": 5, ""동적익절"": 6, ""횡보정리"": 2, ""전략매도"": 1}"
ADA,-1.52,50.0,0.665,-3.6,24,23961.81,11.77,"{""횡보정리"": 6, ""전략매도"": 15, ""손절"": 3}"
AGI,0.36,50.0,1.127,-1.94,6,6009.03,5.06,"{""동적익절"": 2, ""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
AKT,-0.03,57.14,0.987,-2.35,7,6999.25,3.67,"{""트레일링스탑"": 4, ""손절"": 2, ""백테스트종료"": 1}"
ANIME,-3.39,25.0,0.188,-4.06,8,7915.06,9.78,"{""횡보정리"": 2, ""전략매도"": 2, ""손절"": 4}"
ANKR,0.95,55.56,1.225,-4.02,9,9023.89,4.85,"{""횡보정리"": 1, ""동적익절"": 3, ""손절"": 4, ""트레일링스탑"": 1}"
ATH,0.68,76.92,1.274,-2.33,13,13017.09,8.52,"{""전략매도"": 7, ""트레일링스탑"": 1, ""횡보정리"": 1, ""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
AXS,2.52,80.0,235.073,-1.06,5,5063.12,8.23,"{""전략매도"": 4, ""동적익절"": 1}"
BARD,-0.23,0.0,0.0,-0.32,1,994.25,18.08,"{""횡보정리"": 1}"
BERA,0.31,60.0,1.305,-1.2,5,5007.85,9.33,"{""전략매도"": 4, ""손절"": 1}"
BLAST,-1.18,25.0,0.594,-3.08,8,7970.3,8.8,"{""횡보정리"": 2, ""전략매도"": 1, ""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
BOBA,-3.66,14.29,0.113,-5.1,7,6908.23,4.81,"{""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 4, ""백테스트종료"": 1}"
BSV,0.02,33.33,1.019,-1.91,3,3000.55,8.39,"{""동적익절"": 1, ""손절"": 1, ""백테스트종료"": 1}"
BTC,-0.5,43.48,0.869,-3.2,23,22987.58,14.54,"{""횡보정리"": 6, ""전략매도"": 15, ""강제청산"": 1, ""손절"": 1}"
BTR,-6.05,45.45,0.451,-7.15,22,21848.34,11.78,"{""손절"": 8, ""전략매도"": 7, ""횡보정리"": 2, ""동적익절"": 2, ""트레일링스탑"": 2, ""강제청산"": 1}"
C,-1.33,46.15,0.804,-4.94,13,12966.79,3.08,"{""트레일링스탑"": 3, ""횡보정리"": 1, ""손절"": 6, ""동적익절"": 3}"
CAMP,5.22,83.33,6.238,-1.81,6,6130.93,8.51,"{""전략매도"": 3, ""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
CFG,2.29,33.33,1.4,-5.18,9,9057.46,2.06,"{""동적익절"": 1, ""손절"": 6, ""트레일링스탑"": 1, ""전략매도"": 1}"
CHR,0.17,50.0,1.089,-2.61,6,6004.33,6.5,"{""전략매도"": 2, ""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
COS,-2.98,43.75,0.688,-7.42,16,15925.32,2.29,"{""전략매도"": 1, ""동적익절"": 4, ""손절"": 9, ""트레일링스탑"": 2}"
CPOOL,3.4,66.67,20.596,-0.9,3,3085.09,11.5,"{""동적익절"": 2, ""횡보정리"": 1}"
CUDIS,3.43,70.0,2.123,-1.92,10,10086.02,3.14,"{""트레일링스탑"": 2, ""동적익절"": 3, ""손절"": 3, ""전략매도"": 1, ""백테스트종료"": 1}"
CVC,3.89,75.0,111.475,-0.69,4,4097.49,11.83,"{""횡보정리"": 1, ""전략매도"": 1, ""동적익절"": 2}"
DAO,-2.33,44.44,0.424,-3.84,9,8941.51,14.4,"{""전략매도"": 3, ""강제청산"": 1, ""손절"": 3, ""트레일링스탑"": 2}"
DEEP,1.66,56.25,1.466,-2.01,16,16041.63,12.18,"{""트레일링스탑"": 2, ""횡보정리"": 5, ""전략매도"": 5, ""동적익절"": 2, ""손절"": 1, ""백테스트종료"": 1}"
DKA,1.41,42.86,1.597,-1.61,7,7035.35,4.17,"{""전략매도"": 1, ""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
DOGE,0.97,55.56,1.22,-2.17,18,18024.37,14.65,"{""손절"": 3, ""전략매도"": 5, ""횡보정리"": 6, ""동적익절"": 3, ""트레일링스탑"": 1}"
DOOD,1.43,50.0,2.211,-2.02,6,6035.78,8.43,"{""횡보정리"": 1, ""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1, ""백테스트종료"": 1}"
DOT,0.87,100.0,,-0.87,2,2021.79,11.12,"{""전략매도"": 2}"
EDGE,-1.77,33.33,0.033,-2.37,3,2955.66,7.03,"{""손절"": 2, ""백테스트종료"": 1}"
ENA,-0.45,33.33,0.592,-1.28,3,2988.81,6.89,"{""전략매도"": 1, ""손절"": 1, ""백테스트종료"": 1}"
ENJ,5.39,77.78,3.501,-2.76,9,9134.98,7.19,"{""횡보정리"": 1, ""동적익절"": 4, ""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 2}"
ENSO,-4.34,26.67,0.434,-5.91,15,14891.18,10.84,"{""트레일링스탑"": 1, ""손절"": 5, ""횡보정리"": 4, ""동적익절"": 2, ""전략매도"": 2, ""백테스트종료"": 1}"
EPT,0.21,42.86,1.065,-3.37,7,7005.28,9.48,"{""전략매도"": 1, ""트레일링스탑"": 1, ""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
ETH,-0.4,46.15,0.914,-2.59,26,25990.1,11.8,"{""트레일링스탑"": 2, ""횡보정리"": 6, ""전략매도"": 16, ""손절"": 2}"
F,-4.86,18.75,0.328,-6.25,16,15878.26,13.06,"{""전략매도"": 2, ""손절"": 6, ""횡보정리"": 6, ""동적익절"": 1, ""백테스트종료"": 1}"
FANC,-2.33,45.45,0.574,-3.32,11,10941.63,4.8,"{""전략매도"": 2, ""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
FORT,4.72,71.43,10.813,-1.14,7,7118.22,7.98,"{""횡보정리"": 1, ""트레일링스탑"": 1, ""전략매도"": 1, ""동적익절"": 3, ""백테스트종료"": 1}"
G,-4.38,40.0,0.185,-5.97,10,9890.29,5.1,"{""횡보정리"": 1, ""전략매도"": 2, ""트레일링스탑"": 2, ""손절"": 5}"
GAS,0.41,50.0,1.75,-0.8,4,4010.17,15.77,"{""횡보정리"": 3, ""전략매도"": 1}"
GLM,0.47,66.67,1.605,-0.91,3,3011.74,12.58,"{""전략매도"": 2, ""백테스트종료"": 1}"
GTC,-2.13,0.0,0.0,-2.86,3,2946.7,1.56,"{""손절"": 2, ""백테스트종료"": 1}"
GWEI,-0.2,57.14,0.921,-3.39,7,6994.89,6.88,"{""전략매도"": 1, ""손절"": 2, ""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
H,-2.75,50.0,0.736,-5.32,24,23930.97,7.18,"{""손절"": 10, ""전략매도"": 8, ""횡보정리"": 2, ""동적익절"": 1, ""트레일링스탑"": 3}"
HAEDAL,3.64,83.33,4.846,-1.62,12,12091.31,12.23,"{""전략매도"": 5, ""횡보정리"": 4, ""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
HOOK,-4.01,44.44,0.196,-5.56,9,8899.39,10.09,"{""횡보정리"": 3, ""트레일링스탑"": 1, ""손절"": 3, ""전략매도"": 2}"
HUMA,-4.12,44.74,0.788,-9.8,38,37896.81,5.52,"{""손절"": 19, ""동적익절"": 8, ""횡보정리"": 1, ""전략매도"": 5, ""트레일링스탑"": 5}"
HYPER,-3.2,28.57,0.193,-3.82,7,6919.69,8.25,"{""횡보정리"": 2, ""전략매도"": 1, ""손절"": 3, ""백테스트종료"": 1}"
ICP,0.26,66.67,1.298,-1.48,3,3006.6,9.47,"{""손절"": 1, ""전략매도"": 2}"
ICX,-2.05,0.0,0.0,-2.56,2,1948.63,4.17,"{""손절"": 2}"
IP,-1.77,33.33,0.332,-3.01,9,8955.57,10.87,"{""전략매도"": 4, ""손절"": 2, ""횡보정리"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
KAIA,-0.36,0.0,0.0,-0.72,1,990.96,11.83,"{""백테스트종료"": 1}"
KITE,-0.89,0.0,0.0,-0.94,1,977.65,2.25,"{""손절"": 1}"
LA,0.36,60.0,1.228,-1.95,5,5009.04,5.72,"{""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
