날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-13 15:22:00,DOGE,매수,141,1647.414391,"232,750",583,-,"298,427"
2026-03-13 15:35:12,DOGE,매도,141,1647.414391,"231,821",580,"-1,509","529,669"
