날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-27 05:50:54,HIGH,매수,332,701.768668,"232,750",583,-,"531,456"
2026-04-27 08:36:19,HIGH,매도,323,701.768668,"226,918",567,"-6,399","984,186"
