날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-23 06:01:10,ETH,매수,"3,546,078",0.065636,"232,750",583,-,"771,063"
2026-04-23 12:27:25,ETH,매도,"3,468,050",0.065636,"227,629",569,"-5,691","998,123"
