날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-16 08:22:39,USDT,매수,"1,471",113.023272,"166,250",417,-,"551,197"
2026-03-16 11:44:59,USDT,매도,"1,467",113.023272,"165,812",415,-853,"643,152"
