날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-13 11:36:11,XRP,매수,"2,056",113.199527,"232,750",583,-,"533,333"
2026-03-13 13:35:34,XRP,매도,"2,055",113.199527,"232,612",582,-720,"546,835"
