날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-15 15:36:48,XRP,매수,"2,081",79.883565,"166,250",417,-,"663,324"
2026-03-15 18:38:44,XRP,매도,"2,082",79.883565,"166,304",416,-362,"828,164"
2026-03-16 04:54:36,XRP,매수,"2,085",79.730016,"166,250",417,-,"406,491"
2026-03-16 07:58:32,XRP,매도,"2,131",79.730016,"169,883",425,"3,208","717,864"
2026-03-17 05:00:00,XRP,매수,"2,246",74.004533,"166,250",417,-,"376,601"
2026-03-17 08:22:12,XRP,매도,"2,261",74.004533,"167,359",418,690,"791,150"
