symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
BTC,-1.33,50.0,0.737,-3.24,18,20966.7,30.03,"{""손절"": 5, ""동적익절"": 8, ""횡보정리"": 3, ""강제청산"": 1, ""백테스트종료"": 1}"
XRP,-4.38,30.43,0.383,-5.95,23,26723.62,13.13,"{""손절"": 10, ""동적익절"": 6, ""횡보정리"": 6, ""백테스트종료"": 1}"
ETH,-0.43,48.0,0.93,-3.74,25,29155.79,14.29,"{""손절"": 9, ""동적익절"": 10, ""트레일링스탑"": 1, ""횡보정리"": 4, ""백테스트종료"": 1}"
SOL,0.19,52.63,1.04,-3.13,19,22171.34,13.96,"{""동적익절"": 9, ""손절"": 7, ""트레일링스탑"": 1, ""횡보정리"": 2}"
DOGE,-0.96,0.0,0.0,-1.14,2,2309.24,15.29,"{""손절"": 1, ""횡보정리"": 1}"
RAY,-1.19,33.33,0.014,-1.62,3,3470.1,2.72,"{""손절"": 2, ""백테스트종료"": 1}"
SKL,2.74,100.0,,-0.94,5,5902.12,6.75,"{""동적익절"": 3, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
NOM,-3.03,40.0,0.317,-5.12,5,5757.45,0.88,"{""동적익절"": 1, ""트레일링스탑"": 2, ""손절"": 2}"
ILV,0.65,33.33,1.638,-1.73,3,3516.27,2.67,"{""손절"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
GOAT,-0.65,50.0,0.839,-3.72,8,9317.0,0.89,"{""트레일링스탑"": 2, ""손절"": 3, ""동적익절"": 3}"
POPCAT,5.8,40.0,5.843,-1.66,5,5978.79,3.45,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
MINA,1.74,75.0,1.996,-1.75,4,4710.37,8.23,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 1}"
XVS,-0.72,60.0,0.763,-3.07,5,5815.4,1.27,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
XYO,0.0,0.0,,0.0,0,0.0,0.0,{}
SOLV,1.78,84.62,1.291,-5.66,13,15211.26,16.12,"{""동적익절"": 7, ""손절"": 1, ""트레일링스탑"": 4, ""강제청산"": 1}"
AZIT,-0.45,33.33,0.485,-1.54,3,3488.82,9.08,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
WLD,-0.9,52.63,0.821,-4.11,19,22144.22,11.89,"{""손절"": 8, ""트레일링스탑"": 2, ""동적익절"": 8, ""횡보정리"": 1}"
FORT,-0.84,0.0,0.0,-0.93,1,1145.52,1.75,"{""손절"": 1}"
DAO,9.41,75.0,2.455,-6.27,16,18902.52,1.39,"{""동적익절"": 10, ""트레일링스탑"": 2, ""손절"": 4}"
RESOLV,-2.13,46.43,0.825,-7.19,28,32613.21,4.57,"{""동적익절"": 9, ""손절"": 13, ""트레일링스탑"": 5, ""횡보정리"": 1}"
STABLE,-1.28,20.0,0.382,-1.72,5,5801.25,28.38,"{""손절"": 2, ""동적익절"": 1, ""강제청산"": 1, ""백테스트종료"": 1}"
WIKEN,2.0,100.0,,-1.08,2,2383.41,0.33,"{""동적익절"": 2}"
KERNEL,-0.7,0.0,0.0,-0.76,1,1149.0,0.5,"{""손절"": 1}"
ONT,-1.47,36.36,0.651,-4.11,11,12796.47,2.4,"{""트레일링스탑"": 2, ""동적익절"": 3, ""손절"": 6}"
AVAIL,-0.62,66.67,0.587,-1.64,3,3484.59,0.61,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
DBR,-1.38,0.0,0.0,-1.71,2,2298.87,13.17,"{""손절"": 2}"
RPL,1.93,66.67,4.006,-0.85,3,3548.48,2.61,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 1}"
BLUR,0.0,0.0,,0.0,0,0.0,0.0,{}
