symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
0G,-0.25,0.0,0.0,-0.6,1,993.85,0.25,"{""트레일링스탑"": 1}"
A8,-0.2,25.0,0.113,-1.19,4,3995.11,2.9,"{""트레일링스탑"": 4}"
ACX,0.95,100.0,,-0.32,1,1023.85,0.25,"{""동적익절"": 1}"
ADA,-2.66,55.56,0.14,-3.11,9,8933.44,8.6,"{""손절"": 4, ""트레일링스탑"": 5}"
ADP,0.0,0.0,,0.0,0,0.0,0.0,{}
AERO,-0.95,0.0,0.0,-1.1,1,976.26,8.75,"{""손절"": 1}"
AGI,0.0,0.0,,0.0,0,0.0,0.0,{}
AKT,-0.68,57.14,0.56,-1.56,7,6982.93,4.0,"{""트레일링스탑"": 4, ""손절"": 2, ""동적익절"": 1}"
ANIME,-0.59,40.0,0.626,-1.77,5,4985.17,6.97,"{""횡보정리"": 1, ""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 2}"
ANKR,-0.8,50.0,0.443,-1.57,4,3979.98,0.67,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 2}"
ATH,-0.51,50.0,0.67,-1.56,6,5987.21,7.15,"{""손절"": 2, ""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 2}"
AVAIL,0.0,0.0,,0.0,0,0.0,0.0,{}
AXS,0.83,100.0,,-0.85,3,3020.76,6.0,"{""트레일링스탑"": 2, ""동적익절"": 1}"
BARD,0.0,0.0,,0.0,0,0.0,0.0,{}
BERA,1.24,100.0,,-0.63,3,3031.13,9.08,"{""동적익절"": 3}"
BLAST,-0.04,0.0,0.0,-0.59,1,998.97,0.33,"{""트레일링스탑"": 1}"
BOB,-1.1,0.0,0.0,-1.25,1,972.41,2.92,"{""손절"": 1}"
BOBA,0.3,66.67,1.4,-0.82,3,3007.59,0.89,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 1}"
BSV,0.98,100.0,,-0.38,2,2024.6,4.29,"{""동적익절"": 1, ""트레일링스탑"": 1}"
BTC,-1.31,33.33,0.387,-2.18,12,11967.19,19.14,"{""횡보정리"": 7, ""트레일링스탑"": 2, ""동적익절"": 2, ""손절"": 1}"
BTR,-5.32,28.57,0.159,-5.76,7,6866.69,5.49,"{""손절"": 3, ""트레일링스탑"": 2, ""동적익절"": 2}"
C,-0.23,71.43,0.916,-3.63,7,6994.2,2.07,"{""동적익절"": 4, ""손절"": 2, ""트레일링스탑"": 1}"
