symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
D,-0.98,50.0,0.583,-2.93,4,4992.21,2.56,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1}"
DAO,7.87,75.0,2.014,-7.47,16,19213.82,1.48,"{""동적익절"": 9, ""트레일링스탑"": 3, ""손절"": 4}"
DBR,-1.08,0.0,0.0,-1.66,2,2306.22,15.88,"{""손절"": 1, ""백테스트종료"": 1}"
DEEP,1.12,72.73,1.624,-2.49,11,13911.37,7.2,"{""트레일링스탑"": 7, ""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
DKA,-0.4,0.0,0.0,-1.15,1,1156.6,1.08,"{""트레일링스탑"": 1}"
DOGE,-1.13,0.0,0.0,-1.3,2,2305.1,15.75,"{""손절"": 1, ""횡보정리"": 1}"
DOOD,-2.6,0.0,0.0,-2.79,3,3784.93,6.58,"{""손절"": 3}"
DOT,0.94,100.0,,-0.39,2,2356.86,9.54,"{""동적익절"": 1, ""트레일링스탑"": 1}"
EDGE,-0.43,50.0,0.45,-1.35,2,2322.47,5.12,"{""트레일링스탑"": 1, ""손절"": 1}"
EGG,0.27,100.0,,-0.8,2,2340.05,0.54,"{""트레일링스탑"": 2}"
ENA,-0.29,50.0,0.624,-1.23,2,2326.18,2.79,"{""트레일링스탑"": 1, ""손절"": 1}"
ENJ,-0.23,50.0,0.922,-2.07,8,9327.61,6.03,"{""횡보정리"": 1, ""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 2}"
ENSO,-7.71,33.33,0.169,-9.64,15,19056.81,6.31,"{""동적익절"": 1, ""손절"": 10, ""트레일링스탑"": 4}"
EPT,1.57,100.0,,-0.86,3,3539.47,4.56,"{""동적익절"": 1, ""트레일링스탑"": 2}"
ETH,-2.03,40.91,0.7,-4.19,22,28065.73,17.65,"{""손절"": 5, ""동적익절"": 5, ""트레일링스탑"": 3, ""횡보정리"": 8, ""백테스트종료"": 1}"
ETHFI,-0.36,50.0,0.698,-1.68,2,2674.23,9.38,"{""동적익절"": 1, ""손절"": 1}"
F,-0.93,28.57,0.693,-3.04,7,9193.47,11.48,"{""횡보정리"": 2, ""손절"": 2, ""동적익절"": 2, ""백테스트종료"": 1}"
FANC,-2.83,0.0,0.0,-3.23,3,3428.96,2.78,"{""손절"": 3}"
FITFI,-1.63,33.33,0.228,-3.18,3,3459.06,2.25,"{""트레일링스탑"": 2, ""손절"": 1}"
FLOCK,-1.06,0.0,0.0,-1.13,1,1490.16,1.0,"{""손절"": 1}"
FORT,-1.09,0.0,0.0,-1.21,1,1489.43,10.25,"{""손절"": 1}"
G,0.01,38.46,1.002,-4.55,13,15517.02,12.4,"{""횡보정리"": 1, ""동적익절"": 5, ""손절"": 5, ""강제청산"": 1, ""백테스트종료"": 1}"
GAS,0.62,66.67,1.882,-0.75,3,3515.55,19.67,"{""동적익절"": 2, ""손절"": 1}"
GLM,0.0,0.0,,0.0,0,0.0,0.0,{}
GOAT,-1.68,50.0,0.753,-6.29,8,9991.3,1.03,"{""트레일링스탑"": 2, ""손절"": 3, ""동적익절"": 3}"
GTC,-0.86,0.0,0.0,-1.09,1,1145.22,2.25,"{""손절"": 1}"
GWEI,-1.24,46.15,0.783,-3.21,13,15135.69,4.17,"{""트레일링스탑"": 2, ""손절"": 6, ""동적익절"": 5}"
H,-2.69,33.33,0.301,-3.88,6,7282.52,3.01,"{""손절"": 4, ""트레일링스탑"": 1, ""동적익절"": 1}"
HAEDAL,0.18,57.14,1.112,-1.01,7,8171.07,10.1,"{""손절"": 2, ""트레일링스탑"": 3, ""횡보정리"": 1, ""동적익절"": 1}"
HEMI,-0.09,50.0,0.955,-2.52,4,5014.39,4.58,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1}"
HOOK,-1.2,50.0,0.689,-3.4,8,10353.21,4.72,"{""트레일링스탑"": 2, ""동적익절"": 2, ""손절"": 4}"
HUMA,-4.34,51.85,0.594,-5.97,27,32441.17,2.89,"{""손절"": 12, ""트레일링스탑"": 10, ""동적익절"": 5}"
HYPER,-0.76,0.0,0.0,-0.87,1,1147.63,5.08,"{""손절"": 1}"
ICP,0.1,50.0,1.138,-1.55,2,2685.85,7.21,"{""손절"": 1, ""동적익절"": 1}"
ICX,0.24,100.0,,-0.45,1,1172.66,4.58,"{""트레일링스탑"": 1}"
ILV,0.56,33.33,1.508,-1.82,3,3514.08,2.83,"{""손절"": 1, ""동적익절"": 1, ""트레일링스탑"": 1}"
IOTX,0.18,50.0,6.475,-1.0,2,2337.77,10.67,"{""트레일링스탑"": 2}"
IP,-2.05,37.5,0.455,-3.37,8,9981.86,9.36,"{""동적익절"": 2, ""손절"": 4, ""트레일링스탑"": 1, ""횡보정리"": 1}"
IQ,-1.91,0.0,0.0,-2.03,2,2285.36,1.0,"{""손절"": 2}"
IRYS,0.93,100.0,,-0.38,1,1189.9,3.17,"{""동적익절"": 1}"
JTO,-1.84,40.0,0.175,-2.74,5,5787.28,5.02,"{""손절"": 3, ""트레일링스탑"": 2}"
KAIA,-0.32,50.0,0.529,-1.25,2,2675.25,8.75,"{""트레일링스탑"": 1, ""손절"": 1}"
KAT,-0.29,50.0,0.74,-1.42,4,5359.34,6.38,"{""손절"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
KERNEL,-0.7,0.0,0.0,-0.76,1,1149.0,0.5,"{""손절"": 1}"
KITE,-3.92,40.0,0.318,-4.9,10,12618.38,1.6,"{""손절"": 6, ""트레일링스탑"": 3, ""동적익절"": 1}"
KNC,-2.36,0.0,0.0,-2.71,2,2274.15,1.21,"{""손절"": 2}"
LA,0.48,66.67,2.153,-1.37,3,3861.96,5.36,"{""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
LISTA,0.2,100.0,,-0.53,1,1171.67,18.0,"{""트레일링스탑"": 1}"
LM,-0.87,0.0,0.0,-0.96,1,1144.79,2.83,"{""손절"": 1}"
LWA,0.3,60.0,1.186,-2.31,5,5840.76,3.28,"{""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2}"
MBX,0.0,0.0,,0.0,0,0.0,0.0,{}
ME,-0.77,0.0,0.0,-0.85,1,1147.31,2.25,"{""손절"": 1}"
MINA,-0.69,75.0,0.826,-3.87,4,4649.47,9.58,"{""트레일링스탑"": 2, ""동적익절"": 1, ""손절"": 1}"
MON,2.21,100.0,,-0.54,2,2738.75,3.96,"{""동적익절"": 2}"
MOODENG,-2.34,0.0,0.0,-2.74,3,3791.46,9.14,"{""손절"": 3}"
NEO,1.04,66.67,7.868,-0.38,3,3525.97,14.31,"{""동적익절"": 2, ""백테스트종료"": 1}"
NIL,1.12,100.0,,-0.21,1,1194.84,0.75,"{""동적익절"": 1}"
NOM,0.65,60.0,1.22,-2.79,5,5849.68,1.1,"{""동적익절"": 2, ""트레일링스탑"": 2, ""손절"": 1}"
NXPC,-1.23,66.67,0.407,-2.24,3,3819.23,8.06,"{""동적익절"": 1, ""손절"": 1, ""트레일링스탑"": 1}"
OBSR,1.39,66.67,1.522,-3.38,6,7384.94,7.89,"{""동적익절"": 3, ""손절"": 2, ""트레일링스탑"": 1}"
OGN,0.72,57.14,1.246,-2.3,7,8534.64,3.37,"{""손절"": 3, ""동적익절"": 2, ""트레일링스탑"": 2}"
ONDO,-0.99,33.33,0.384,-2.01,3,3825.2,6.92,"{""동적익절"": 1, ""손절"": 2}"
ONG,0.8,50.0,50.015,-0.93,2,2353.3,6.88,"{""동적익절"": 1, ""트레일링스탑"": 1}"
ONT,0.49,54.55,1.133,-2.1,11,13545.7,3.81,"{""트레일링스탑"": 3, ""손절"": 4, ""동적익절"": 4}"
ORBS,-0.1,50.0,0.864,-1.11,2,2330.94,11.67,"{""손절"": 1, ""동적익절"": 1}"
ORDER,-2.79,0.0,0.0,-2.99,3,3780.01,1.58,"{""손절"": 3}"
OXT,-0.45,50.0,0.856,-2.31,8,10372.09,7.48,"{""트레일링스탑"": 2, ""횡보정리"": 1, ""손절"": 3, ""동적익절"": 2}"
PCI,-1.69,33.33,0.02,-2.49,3,3807.56,5.58,"{""트레일링스탑"": 1, ""손절"": 2}"
PEAQ,-0.92,54.55,0.786,-4.08,11,13860.15,3.37,"{""동적익절"": 2, ""트레일링스탑"": 4, ""손절"": 5}"
PENGU,-5.58,36.36,0.501,-8.97,22,29026.87,11.67,"{""동적익절"": 6, ""손절"": 12, ""트레일링스탑"": 2, ""횡보정리"": 1, ""백테스트종료"": 1}"
PEPE,0.0,0.0,,0.0,0,0.0,0.0,{}
PLUME,-0.23,33.33,0.765,-1.51,3,3844.22,8.83,"{""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
POLA,0.87,83.33,1.956,-2.12,6,7021.84,1.22,"{""동적익절"": 1, ""트레일링스탑"": 4, ""손절"": 1}"
POLYX,-3.7,0.0,0.0,-4.2,4,4924.02,7.94,"{""손절"": 4}"
PONKE,-1.13,50.0,0.326,-1.63,4,4988.28,4.44,"{""손절"": 2, ""트레일링스탑"": 2}"
POPCAT,5.52,40.0,4.709,-1.94,5,5971.56,5.17,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PROVE,-0.76,25.0,0.635,-2.62,4,4997.5,1.44,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1}"
PUMPBTC,-2.2,33.33,0.339,-4.41,6,7294.82,4.46,"{""손절"": 4, ""트레일링스탑"": 1, ""동적익절"": 1}"
RAY,-0.81,66.67,0.124,-1.6,3,3829.77,6.56,"{""손절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
RECALL,0.0,0.0,,0.0,0,0.0,0.0,{}
REI,1.1,58.33,1.27,-4.32,12,14027.56,4.4,"{""트레일링스탑"": 3, ""동적익절"": 4, ""손절"": 5}"
RENDER,1.79,100.0,,-0.56,3,3544.76,4.61,"{""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
RESOLV,-2.56,48.15,0.802,-8.65,27,31785.75,4.92,"{""동적익절"": 7, ""손절"": 12, ""트레일링스탑"": 7, ""횡보정리"": 1}"
REZ,0.21,33.33,1.083,-2.5,6,7705.15,6.21,"{""횡보정리"": 1, ""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
RPL,1.51,66.67,2.572,-1.39,3,3887.93,2.94,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 1}"
RSS3,-0.63,50.0,0.432,-1.58,2,2317.63,5.04,"{""트레일링스탑"": 1, ""손절"": 1}"
RVN,-2.76,0.0,0.0,-3.03,4,5297.52,7.94,"{""횡보정리"": 1, ""손절"": 3}"
SAHARA,-0.98,46.67,0.832,-4.45,15,18875.54,6.95,"{""동적익절"": 4, ""손절"": 6, ""횡보정리"": 1, ""트레일링스탑"": 4}"
SENT,0.77,100.0,,-0.87,1,1185.94,7.5,"{""동적익절"": 1}"
SHELL,1.5,100.0,,-0.46,2,2370.95,9.62,"{""동적익절"": 2}"
SHIB,-0.7,0.0,0.0,-0.93,1,1149.09,4.92,"{""손절"": 1}"
SIGN,9.84,75.0,3.249,-1.41,20,23929.88,5.59,"{""손절"": 5, ""동적익절"": 10, ""트레일링스탑"": 5}"
SKL,2.72,100.0,,-0.94,5,5901.42,7.4,"{""동적익절"": 3, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
SKY,-1.69,0.0,0.0,-1.87,3,3457.6,12.56,"{""손절"": 2, ""횡보정리"": 1}"
SOL,-0.04,44.44,0.994,-4.18,18,23099.0,17.53,"{""동적익절"": 8, ""손절"": 5, ""횡보정리"": 5}"
SOLV,2.06,61.54,1.304,-5.6,13,15218.33,16.21,"{""동적익절"": 5, ""손절"": 1, ""트레일링스탑"": 6, ""강제청산"": 1}"
STABLE,-1.72,20.0,0.335,-2.18,5,6140.15,28.9,"{""손절"": 2, ""동적익절"": 1, ""강제청산"": 1, ""백테스트종료"": 1}"
STEEM,-1.31,0.0,0.0,-1.51,2,2300.42,7.33,"{""손절"": 1, ""백테스트종료"": 1}"
SUI,-0.38,43.75,0.917,-3.09,16,20057.25,16.12,"{""동적익절"": 5, ""손절"": 4, ""횡보정리"": 5, ""트레일링스탑"": 2}"
SUNDOG,-1.21,33.33,0.088,-1.94,3,3819.6,1.17,"{""트레일링스탑"": 2, ""손절"": 1}"
SUPER,0.39,66.67,1.571,-1.46,3,3509.82,10.42,"{""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1}"
SXT,-1.72,0.0,0.0,-1.86,2,2640.12,7.83,"{""손절"": 2}"
TAO,-2.99,36.36,0.489,-4.62,11,13458.42,6.19,"{""동적익절"": 3, ""손절"": 7, ""트레일링스탑"": 1}"
TAVA,0.56,42.86,1.15,-3.06,7,8530.79,1.48,"{""동적익절"": 3, ""손절"": 4}"
TDROP,7.42,50.0,4.403,-2.1,4,4852.6,4.17,"{""동적익절"": 2, ""손절"": 2}"
TEMCO,-0.08,50.0,0.96,-2.85,2,2681.21,2.25,"{""손절"": 1, ""동적익절"": 1}"
THE,-0.26,60.0,0.751,-2.27,5,6176.93,4.45,"{""트레일링스탑"": 4, ""손절"": 1}"
TOWNS,1.85,57.14,1.89,-1.86,7,8913.15,3.25,"{""손절"": 2, ""동적익절"": 3, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
TRUMP,-2.54,33.33,0.388,-4.64,12,14636.28,11.51,"{""동적익절"": 1, ""손절"": 5, ""횡보정리"": 2, ""트레일링스탑"": 3, ""백테스트종료"": 1}"
TRX,0.09,50.0,1.274,-0.82,2,2685.48,79.12,"{""동적익절"": 1, ""강제청산"": 1}"
TURBO,2.14,72.73,1.994,-2.05,11,12886.95,4.96,"{""손절"": 3, ""동적익절"": 4, ""트레일링스탑"": 4}"
UOS,-4.18,0.0,0.0,-4.93,3,3745.13,8.06,"{""트레일링스탑"": 1, ""손절"": 1, ""백테스트종료"": 1}"
VIRTUAL,-0.73,53.57,0.912,-5.28,28,35098.43,10.46,"{""트레일링스탑"": 9, ""손절"": 9, ""동적익절"": 6, ""횡보정리"": 3, ""백테스트종료"": 1}"
WAXP,-0.17,40.0,0.937,-1.91,5,6178.99,3.28,"{""손절"": 2, ""동적익절"": 2, ""백테스트종료"": 1}"
WIKEN,2.55,100.0,,-1.11,2,2747.22,0.33,"{""동적익절"": 2}"
WLD,-1.62,52.63,0.751,-5.5,19,23876.01,13.68,"{""트레일링스탑"": 4, ""손절"": 6, ""동적익절"": 6, ""횡보정리"": 2, ""백테스트종료"": 1}"
WLFI,-1.49,0.0,0.0,-1.74,1,1129.23,132.0,"{""강제청산"": 1}"
WNCG,-1.69,50.0,0.35,-2.76,2,2290.92,0.46,"{""손절"": 1, ""동적익절"": 1}"
XAI,-0.35,50.0,0.844,-2.49,4,4657.99,2.12,"{""손절"": 2, ""트레일링스탑"": 1, ""동적익절"": 1}"
XAN,-3.15,53.85,0.416,-4.76,13,16137.78,2.99,"{""동적익절"": 2, ""트레일링스탑"": 6, ""손절"": 4, ""백테스트종료"": 1}"
XAUT,0.0,0.0,,0.0,0,0.0,0.0,{}
XCN,-1.24,50.0,0.271,-1.6,4,4985.49,2.75,"{""손절"": 2, ""트레일링스탑"": 2}"
XLM,1.17,62.5,1.503,-1.6,8,10062.6,19.05,"{""동적익절"": 5, ""횡보정리"": 1, ""손절"": 2}"
XPLA,-3.08,25.0,0.256,-3.33,4,4939.49,0.96,"{""손절"": 3, ""동적익절"": 1}"
XRP,-5.46,25.0,0.257,-7.12,20,25646.5,17.48,"{""손절"": 5, ""동적익절"": 2, ""횡보정리"": 10, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
XTER,-1.34,63.64,0.777,-5.58,11,13499.74,1.36,"{""손절"": 4, ""트레일링스탑"": 4, ""동적익절"": 3}"
XVS,-0.88,60.0,0.809,-4.6,5,6161.2,1.53,"{""동적익절"": 3, ""손절"": 2}"
XYO,0.0,0.0,,0.0,0,0.0,0.0,{}
ZETA,0.3,37.5,1.098,-2.36,8,10040.75,3.49,"{""동적익절"": 3, ""손절"": 4, ""트레일링스탑"": 1}"
ZRC,2.53,75.0,17.76,-0.81,4,4730.04,4.02,"{""동적익절"": 3, ""백테스트종료"": 1}"
ZTX,1.07,100.0,,-0.72,2,2360.1,1.96,"{""동적익절"": 1, ""트레일링스탑"": 1}"
