날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-05 02:56:44,BERA,매수,612,380.172552,"232,750",583,-,"742,943"
2026-04-05 03:26:48,BERA,매도,598,380.172552,"227,268",568,"-6,050","969,642"
