날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-14 04:23:06,DOGE,매수,140,1659.181637,"232,750",583,-,"463,333"
2026-03-14 07:46:06,DOGE,매도,142,1659.181637,"235,133",588,"1,795","462,058"
