날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-25 00:23:30,DOGE,매수,139,1432.387025,"199,500",500,-,"746,347"
2026-03-25 00:26:30,DOGE,매도,140,1432.387025,"200,133",500,133,"945,980"
