날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-23 15:36:30,BTR,매수,230,865.659984,"199,500",500,-,"794,034"
2026-03-23 16:24:44,BTR,매도,216,865.659984,"186,609",467,"-13,358","980,176"
