날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-24 00:36:19,VIRTUAL,매수,"1,027",194.245655,"199,500",500,-,"774,221"
2026-03-24 04:05:02,VIRTUAL,매도,"1,025",194.245655,"199,091",498,-906,"572,814"
2026-03-24 07:15:02,VIRTUAL,매수,"1,021",195.389398,"199,500",500,-,"571,568"
2026-03-24 10:37:21,VIRTUAL,매도,"1,016",195.389398,"198,509",496,"-1,488","766,672"
2026-03-24 19:40:08,VIRTUAL,매수,"1,057",188.722082,"199,500",500,-,"365,695"
2026-03-24 22:41:03,VIRTUAL,매도,"1,045",188.722082,"197,197",493,"-2,796","559,364"
2026-03-25 12:08:25,VIRTUAL,매수,"1,083",184.182975,"199,500",500,-,"741,020"
2026-03-25 12:11:25,VIRTUAL,매도,"1,076",184.182975,"198,152",495,"-1,843","938,677"
