날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-20 10:19:38,TAO,매수,"413,024",0.483022,"199,500",500,-,"600,748"
2026-03-20 13:20:34,TAO,매도,"439,220",0.483022,"212,153",530,"12,123","1,008,869"
