날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-13 11:35:08,H,매수,195,1191.207329,"232,750",583,-,"766,667"
2026-03-13 14:58:57,H,매도,196,1191.207329,"233,010",583,-323,"545,928"
