symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
BREV,-0.69,0.0,0.0,-1.18,1,1149.41,2.0,"{""손절"": 1}"
BSV,-1.57,0.0,0.0,-1.69,2,2294.03,1.58,"{""손절"": 2}"
BTC,-0.92,37.5,0.63,-2.39,16,18643.6,21.85,"{""횡보정리"": 8, ""동적익절"": 6, ""손절"": 1, ""백테스트종료"": 1}"
BTR,-0.76,60.71,0.936,-5.79,28,32647.66,3.29,"{""동적익절"": 11, ""손절"": 11, ""트레일링스탑"": 6}"
C,-1.68,50.0,0.76,-5.1,14,16291.15,2.9,"{""동적익절"": 7, ""손절"": 7}"
CAMP,9.66,77.78,10.568,-0.81,9,10742.08,2.74,"{""동적익절"": 6, ""손절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
CFG,-1.69,45.45,0.612,-3.38,11,12791.05,2.59,"{""동적익절"": 2, ""손절"": 6, ""트레일링스탑"": 3}"
CHR,-1.3,55.56,0.592,-3.97,9,10467.35,2.81,"{""트레일링스탑"": 3, ""손절"": 4, ""동적익절"": 1, ""백테스트종료"": 1}"
CKB,-0.29,0.0,0.0,-0.5,2,2326.0,12.5,"{""횡보정리"": 1, ""백테스트종료"": 1}"
COMP,-0.04,66.67,0.929,-0.91,3,3498.98,4.14,"{""동적익절"": 1, ""손절"": 1, ""백테스트종료"": 1}"
CORE,-1.19,37.5,0.66,-4.46,8,9303.59,2.2,"{""트레일링스탑"": 1, ""손절"": 5, ""동적익절"": 2}"
COS,-8.53,33.33,0.125,-9.95,18,20786.18,2.94,"{""손절"": 11, ""동적익절"": 1, ""트레일링스탑"": 6}"
CPOOL,3.49,88.89,16.142,-0.89,9,10587.5,7.62,"{""동적익절"": 5, ""트레일링스탑"": 3, ""백테스트종료"": 1}"
CRTS,-2.85,0.0,0.0,-3.02,3,3428.6,2.08,"{""손절"": 3}"
CSPR,-1.57,37.5,0.593,-2.83,8,9293.9,5.29,"{""손절"": 5, ""동적익절"": 3}"
CTSI,2.25,77.78,2.288,-1.45,9,10556.5,2.6,"{""동적익절"": 4, ""트레일링스탑"": 3, ""손절"": 2}"
CUDIS,-0.64,50.0,0.583,-2.22,4,4650.56,3.27,"{""트레일링스탑"": 1, ""손절"": 2, ""동적익절"": 1}"
CVC,0.14,75.0,1.206,-1.32,4,4670.1,12.65,"{""동적익절"": 1, ""트레일링스탑"": 2, ""손절"": 1}"
CYS,-6.63,48.48,0.579,-10.71,33,38333.8,1.73,"{""동적익절"": 9, ""손절"": 17, ""트레일링스탑"": 7}"
D,-5.58,37.04,0.607,-9.1,27,31360.09,1.67,"{""손절"": 15, ""동적익절"": 7, ""트레일링스탑"": 4, ""백테스트종료"": 1}"
DAO,9.92,66.67,2.228,-6.27,21,24748.63,1.72,"{""동적익절"": 12, ""트레일링스탑"": 2, ""손절"": 6, ""백테스트종료"": 1}"
DBR,-1.38,0.0,0.0,-1.71,2,2298.87,13.17,"{""손절"": 2}"
DEEP,0.61,54.55,1.238,-2.74,11,12848.68,5.86,"{""트레일링스탑"": 3, ""손절"": 4, ""동적익절"": 3, ""백테스트종료"": 1}"
DEXE,0.55,66.67,1.895,-0.97,3,3513.69,2.56,"{""동적익절"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
DKA,-0.15,50.0,0.621,-1.25,2,2329.51,2.42,"{""트레일링스탑"": 2}"
DOGE,-0.32,0.0,0.0,-0.44,1,1158.69,24.0,"{""횡보정리"": 1}"
DOOD,-2.22,0.0,0.0,-2.4,3,3444.26,6.53,"{""손절"": 3}"
DOT,-0.31,50.0,0.673,-1.43,4,4658.89,9.54,"{""트레일링스탑"": 2, ""손절"": 1, ""백테스트종료"": 1}"
DRIFT,-1.66,50.0,0.668,-4.37,8,9291.81,1.48,"{""동적익절"": 3, ""손절"": 4, ""트레일링스탑"": 1}"
EDEN,0.07,50.0,1.093,-0.83,2,2335.13,0.67,"{""동적익절"": 1, ""손절"": 1}"
EDGE,-0.94,37.5,0.724,-2.43,8,9309.75,5.0,"{""동적익절"": 2, ""손절"": 5, ""트레일링스탑"": 1}"
EDU,-1.42,20.0,0.359,-2.42,5,5797.82,2.82,"{""동적익절"": 1, ""손절"": 3, ""백테스트종료"": 1}"
EGG,0.27,100.0,,-0.8,2,2340.05,0.54,"{""트레일링스탑"": 2}"
ENA,-0.6,42.86,0.792,-2.01,7,8151.75,2.83,"{""동적익절"": 3, ""손절"": 4}"
ENJ,-0.61,66.67,0.888,-3.57,15,17484.63,1.58,"{""동적익절"": 4, ""트레일링스탑"": 6, ""손절"": 5}"
ENSO,-5.35,28.57,0.19,-6.76,14,16199.34,4.75,"{""손절"": 9, ""트레일링스탑"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
EPT,2.19,100.0,,-0.63,3,3554.84,4.47,"{""동적익절"": 3}"
ESP,-0.65,66.67,0.061,-1.56,3,3483.69,1.22,"{""트레일링스탑"": 2, ""손절"": 1}"
ETH,-2.21,33.33,0.64,-4.21,24,27944.56,16.61,"{""손절"": 8, ""동적익절"": 8, ""횡보정리"": 7, ""백테스트종료"": 1}"
ETHFI,0.76,66.67,2.285,-1.03,3,3519.06,4.53,"{""동적익절"": 2, ""손절"": 1}"
EUL,0.87,66.67,2.467,-0.64,3,3521.73,1.08,"{""동적익절"": 2, ""손절"": 1}"
F,2.61,40.0,1.837,-1.97,10,11732.11,9.35,"{""횡보정리"": 2, ""손절"": 4, ""동적익절"": 4}"
FANC,-2.77,0.0,0.0,-3.16,3,3430.69,2.69,"{""손절"": 3}"
FF,-0.85,33.33,0.559,-2.23,3,3478.67,2.08,"{""동적익절"": 1, ""손절"": 2}"
FITFI,0.5,53.85,1.085,-5.7,13,15179.26,2.43,"{""트레일링스탑"": 4, ""손절"": 3, ""동적익절"": 5, ""백테스트종료"": 1}"
FLOCK,-0.74,0.0,0.0,-0.79,1,1148.21,0.92,"{""손절"": 1}"
FORT,-1.18,25.0,0.542,-2.35,4,4637.18,5.4,"{""손절"": 3, ""동적익절"": 1}"
G,-1.38,35.71,0.806,-5.56,14,16298.74,11.5,"{""횡보정리"": 1, ""동적익절"": 5, ""손절"": 7, ""강제청산"": 1}"
GAS,0.87,71.43,2.034,-1.02,7,8188.52,12.33,"{""동적익절"": 4, ""손절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
GHX,0.89,75.0,2.293,-1.04,4,4688.92,7.25,"{""동적익절"": 2, ""손절"": 1, ""트레일링스탑"": 1}"
GLM,0.0,0.0,,0.0,0,0.0,0.0,{}
GOAT,1.51,66.67,1.277,-3.72,15,17537.73,1.21,"{""트레일링스탑"": 5, ""손절"": 4, ""동적익절"": 6}"
GRACY,0.81,100.0,,-0.57,2,2353.76,6.54,"{""트레일링스탑"": 1, ""동적익절"": 1}"
GRND,-0.84,57.14,0.684,-2.42,7,8145.72,4.06,"{""손절"": 3, ""동적익절"": 2, ""트레일링스탑"": 2}"
GTC,-1.41,40.0,0.52,-2.79,5,5797.97,0.87,"{""손절"": 3, ""동적익절"": 2}"
GWEI,4.3,58.33,1.546,-3.2,24,28107.8,8.87,"{""동적익절"": 10, ""손절"": 9, ""강제청산"": 1, ""트레일링스탑"": 4}"
H,-3.59,27.27,0.347,-5.01,11,12743.35,2.95,"{""동적익절"": 2, ""손절"": 8, ""트레일링스탑"": 1}"
HAEDAL,0.35,57.14,1.187,-0.81,7,8175.45,5.92,"{""손절"": 3, ""동적익절"": 3, ""트레일링스탑"": 1}"
HEMI,-0.33,57.89,0.954,-4.68,19,22158.5,4.66,"{""동적익절"": 6, ""손절"": 8, ""트레일링스탑"": 5}"
HIGH,2.49,71.43,1.784,-2.07,7,8228.95,0.5,"{""손절"": 2, ""동적익절"": 5}"
HOLO,-0.24,50.0,0.584,-0.76,2,2327.39,4.04,"{""손절"": 1, ""트레일링스탑"": 1}"
HOOK,1.35,66.67,1.646,-1.38,9,10533.83,4.24,"{""동적익절"": 4, ""트레일링스탑"": 1, ""손절"": 3, ""백테스트종료"": 1}"
HUMA,-2.65,48.15,0.727,-5.08,27,31433.63,2.49,"{""손절"": 14, ""동적익절"": 8, ""트레일링스탑"": 5}"
HYPER,-0.61,0.0,0.0,-0.71,1,1151.45,2.92,"{""손절"": 1}"
ICP,-1.35,0.0,0.0,-1.47,2,2299.47,2.75,"{""손절"": 2}"
ICX,0.24,100.0,,-0.45,1,1172.66,4.58,"{""트레일링스탑"": 1}"
ID,2.74,100.0,,-0.41,2,2401.94,12.92,"{""동적익절"": 2}"
ILV,-0.13,44.44,0.961,-2.08,9,10496.71,4.75,"{""손절"": 4, ""동적익절"": 3, ""트레일링스탑"": 2}"
IN,-2.04,33.33,0.431,-3.17,6,6948.85,4.97,"{""동적익절"": 2, ""손절"": 4}"
IOTX,-0.37,50.0,0.363,-1.28,2,2324.12,9.75,"{""손절"": 1, ""트레일링스탑"": 1}"
IP,-8.27,11.76,0.06,-9.41,17,19626.14,6.38,"{""손절"": 13, ""횡보정리"": 1, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
IQ,-1.91,0.0,0.0,-2.03,2,2285.36,1.0,"{""손절"": 2}"
IRYS,1.13,60.0,1.352,-3.75,10,11695.03,8.44,"{""동적익절"": 4, ""손절"": 4, ""강제청산"": 1, ""트레일링스탑"": 1}"
JOE,-2.96,16.67,0.14,-3.47,6,6925.9,4.81,"{""손절"": 4, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
JTO,-1.06,40.0,0.432,-2.38,5,5806.69,4.55,"{""손절"": 3, ""트레일링스탑"": 1, ""동적익절"": 1}"
KAIA,0.8,71.43,1.693,-1.07,7,8186.8,8.17,"{""트레일링스탑"": 1, ""손절"": 2, ""동적익절"": 3, ""백테스트종료"": 1}"
KAT,-1.72,25.0,0.178,-1.95,4,4623.56,3.96,"{""손절"": 3, ""트레일링스탑"": 1}"
KERNEL,-3.86,36.36,0.326,-6.03,11,12736.53,1.67,"{""손절"": 7, ""트레일링스탑"": 2, ""동적익절"": 2}"
KITE,-3.41,36.36,0.343,-4.4,11,12747.8,1.24,"{""손절"": 7, ""트레일링스탑"": 3, ""동적익절"": 1}"
KNC,-2.36,0.0,0.0,-2.71,2,2274.15,1.21,"{""손절"": 2}"
KSM,-1.38,0.0,0.0,-1.81,2,2298.8,4.29,"{""손절"": 2}"
LA,0.86,66.67,2.405,-1.07,3,3521.51,4.81,"{""동적익절"": 2, ""손절"": 1}"
LISTA,0.37,100.0,,-0.53,1,1176.06,16.33,"{""동적익절"": 1}"
LM,-0.87,0.0,0.0,-0.96,1,1144.79,2.83,"{""손절"": 1}"
LPT,0.34,50.0,1.269,-0.95,4,4675.11,3.48,"{""손절"": 2, ""동적익절"": 2}"
LWA,-1.67,40.0,0.247,-2.51,5,5791.57,2.5,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 3}"
MAGIC,-0.74,33.33,0.715,-2.82,6,6981.57,14.54,"{""손절"": 3, ""동적익절"": 2, ""백테스트종료"": 1}"
MAPO,-0.78,0.0,0.0,-1.03,2,2313.9,19.46,"{""횡보정리"": 1, ""손절"": 1}"
MAV,-1.22,33.33,0.186,-1.43,3,3469.38,2.25,"{""손절"": 2, ""트레일링스탑"": 1}"
MBX,0.0,0.0,,0.0,0,0.0,0.0,{}
ME,-1.87,0.0,0.0,-2.06,3,3453.16,4.08,"{""손절"": 3}"
MERL,-0.06,53.33,0.99,-3.45,15,17498.62,3.76,"{""손절"": 7, ""동적익절"": 6, ""트레일링스탑"": 2}"
METIS,-0.76,33.33,0.38,-1.34,3,3480.97,8.97,"{""동적익절"": 1, ""손절"": 2}"
MEV,2.34,75.0,23.411,-0.47,4,4725.41,2.92,"{""동적익절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
MINA,1.46,66.67,1.611,-2.17,6,7036.71,10.67,"{""트레일링스탑"": 1, ""동적익절"": 3, ""손절"": 2}"
MMT,0.0,0.0,,0.0,0,0.0,0.0,{}
MON,1.09,62.5,1.555,-1.82,8,9360.64,4.49,"{""동적익절"": 4, ""손절"": 3, ""트레일링스탑"": 1}"
MOODENG,0.8,33.33,1.321,-2.3,6,7020.0,35.75,"{""동적익절"": 1, ""손절"": 4, ""강제청산"": 1}"
MOVE,-0.29,50.0,0.787,-1.67,4,4659.51,2.33,"{""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
MVC,1.66,100.0,,-0.73,3,3541.61,1.31,"{""동적익절"": 1, ""트레일링스탑"": 2}"
NCT,0.23,50.0,1.069,-2.09,4,4672.38,1.06,"{""손절"": 2, ""동적익절"": 2}"
NEO,0.66,66.67,5.342,-0.38,3,3516.42,12.78,"{""동적익절"": 2, ""백테스트종료"": 1}"
NIL,-0.96,33.33,0.612,-2.44,6,6975.89,3.99,"{""동적익절"": 2, ""손절"": 4}"
NMR,-0.87,0.0,0.0,-0.92,1,1144.99,0.17,"{""손절"": 1}"
NOM,-3.91,44.44,0.464,-6.22,9,10401.93,0.65,"{""동적익절"": 3, ""트레일링스탑"": 2, ""손절"": 4}"
NXPC,-0.57,66.67,0.614,-1.73,3,3485.78,7.58,"{""동적익절"": 2, ""손절"": 1}"
OBSR,-1.97,50.0,0.32,-3.47,6,6950.6,7.01,"{""동적익절"": 2, ""손절"": 3, ""트레일링스탑"": 1}"
OGN,-0.61,42.86,0.838,-2.78,7,8151.49,3.27,"{""손절"": 4, ""동적익절"": 2, ""트레일링스탑"": 1}"
ONDO,-3.12,0.0,0.0,-3.77,5,5755.02,6.4,"{""손절"": 5}"
ONG,-5.82,15.38,0.318,-7.46,13,15020.8,2.71,"{""손절"": 10, ""트레일링스탑"": 2, ""동적익절"": 1}"
ONT,-2.61,40.0,0.681,-4.94,20,23267.97,2.75,"{""트레일링스탑"": 3, ""동적익절"": 6, ""손절"": 11}"
OPEN,-1.26,0.0,0.0,-1.37,2,2301.83,0.67,"{""손절"": 2}"
ORBS,-0.15,42.86,0.925,-1.14,7,8163.03,18.63,"{""손절"": 2, ""동적익절"": 3, ""횡보정리"": 2}"
ORDER,-0.15,50.0,0.968,-3.14,12,13996.36,4.83,"{""손절"": 5, ""동적익절"": 5, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
OXT,-3.34,28.57,0.392,-5.68,7,8082.92,4.71,"{""동적익절"": 2, ""손절"": 5}"
PARTI,-0.83,50.0,0.617,-2.44,4,4645.91,0.79,"{""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 1}"
PCI,-3.16,33.33,0.327,-4.94,9,10420.81,5.69,"{""동적익절"": 3, ""손절"": 6}"
PEAQ,1.06,58.33,1.329,-2.17,12,14026.67,3.6,"{""손절"": 5, ""동적익절"": 5, ""트레일링스탑"": 2}"
PENGU,-6.49,32.0,0.405,-8.48,25,29003.94,9.85,"{""손절"": 15, ""동적익절"": 6, ""횡보정리"": 1, ""트레일링스탑"": 3}"
PEPE,0.0,0.0,,0.0,0,0.0,0.0,{}
PHA,-0.92,33.33,0.621,-2.67,6,6976.84,3.94,"{""동적익절"": 2, ""손절"": 4}"
PIEVERSE,-2.97,40.0,0.343,-3.97,5,5758.84,2.13,"{""손절"": 3, ""동적익절"": 2}"
PLUME,-0.65,50.0,0.5,-1.13,4,4650.33,2.46,"{""손절"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
POLA,0.2,83.33,1.149,-2.35,6,7004.91,0.82,"{""동적익절"": 1, ""트레일링스탑"": 4, ""손절"": 1}"
POLYX,-2.74,33.33,0.157,-4.03,6,6931.27,4.42,"{""손절"": 4, ""트레일링스탑"": 2}"
PONKE,-1.26,40.0,0.352,-1.79,5,5801.78,2.13,"{""손절"": 3, ""트레일링스탑"": 2}"
POPCAT,5.41,40.0,5.513,-1.66,5,5968.88,4.52,"{""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PROMPT,-0.67,33.33,0.551,-2.22,3,3483.32,5.86,"{""손절"": 2, ""동적익절"": 1}"
PROVE,-0.34,50.0,0.834,-2.58,4,4658.1,1.42,"{""손절"": 2, ""동적익절"": 2}"
PUFFER,-0.42,50.0,0.886,-2.99,10,11656.21,1.95,"{""손절"": 4, ""동적익절"": 4, ""트레일링스탑"": 2}"
PUMPBTC,1.24,66.67,1.329,-2.52,15,17531.14,7.32,"{""손절"": 5, ""강제청산"": 1, ""동적익절"": 5, ""트레일링스탑"": 4}"
PYR,-1.31,0.0,0.0,-1.49,2,2300.58,1.33,"{""손절"": 2}"
RAD,1.46,66.67,17.47,-0.88,3,3536.48,4.08,"{""동적익절"": 2, ""백테스트종료"": 1}"
RAY,-1.86,20.0,0.277,-2.15,5,5786.69,3.13,"{""손절"": 4, ""동적익절"": 1}"
RECALL,0.0,0.0,,0.0,0,0.0,0.0,{}
RED,-0.48,44.44,0.787,-1.83,9,10488.03,4.44,"{""횡보정리"": 1, ""손절"": 3, ""트레일링스탑"": 3, ""동적익절"": 1, ""백테스트종료"": 1}"
REI,0.64,53.33,1.135,-4.22,15,17515.99,3.68,"{""손절"": 7, ""트레일링스탑"": 2, ""동적익절"": 6}"
RENDER,1.55,100.0,,-0.54,3,3538.89,3.58,"{""동적익절"": 2, ""트레일링스탑"": 1}"
REQ,3.68,77.78,2.955,-2.46,9,10592.29,6.41,"{""동적익절"": 7, ""손절"": 2}"
RESOLV,-1.09,50.0,0.848,-4.77,18,20972.75,4.27,"{""손절"": 7, ""동적익절"": 5, ""트레일링스탑"": 5, ""횡보정리"": 1}"
REZ,0.37,33.33,1.198,-1.9,6,7009.27,6.12,"{""횡보정리"": 1, ""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
ROBO,-1.51,37.5,0.54,-2.11,8,9295.6,3.14,"{""손절"": 5, ""동적익절"": 2, ""트레일링스탑"": 1}"
RON,-1.25,0.0,0.0,-1.42,2,2301.93,2.08,"{""손절"": 2}"
RPL,1.93,66.67,4.006,-0.85,3,3548.48,2.61,"{""트레일링스탑"": 1, ""동적익절"": 1, ""손절"": 1}"
RSS3,-0.65,60.0,0.748,-2.36,5,5817.01,4.27,"{""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
RVN,-2.57,0.0,0.0,-2.81,4,4602.16,7.9,"{""횡보정리"": 1, ""손절"": 3}"
SAFE,0.0,0.0,,0.0,0,0.0,0.0,{}
SAHARA,-4.3,47.37,0.586,-8.41,19,22058.8,14.36,"{""동적익절"": 6, ""손절"": 7, ""횡보정리"": 1, ""트레일링스탑"": 3, ""강제청산"": 1, ""백테스트종료"": 1}"
SAPIEN,-0.66,0.0,0.0,-1.11,1,1150.19,5.83,"{""손절"": 1}"
SEI,-0.95,0.0,0.0,-1.07,2,2309.55,5.67,"{""손절"": 1, ""백테스트종료"": 1}"
SENT,0.67,100.0,,-0.87,1,1183.45,7.33,"{""동적익절"": 1}"
SHELL,1.34,100.0,,-0.42,2,2366.93,8.5,"{""동적익절"": 2}"
SHIB,0.0,0.0,,0.0,0,0.0,0.0,{}
SIGN,1.74,100.0,,-0.69,5,5876.96,7.2,"{""트레일링스탑"": 2, ""동적익절"": 2, ""백테스트종료"": 1}"
SIX,1.38,75.0,3.132,-1.16,4,4701.23,5.1,"{""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1}"
SKL,3.54,85.71,6.96,-0.94,7,8255.49,6.35,"{""동적익절"": 5, ""트레일링스탑"": 1, ""손절"": 1}"
SKY,-1.48,0.0,0.0,-1.66,3,3462.87,10.47,"{""손절"": 2, ""횡보정리"": 1}"
SOL,-2.95,38.89,0.486,-5.21,18,20926.03,18.38,"{""동적익절"": 7, ""손절"": 8, ""횡보정리"": 3}"
SOLV,3.79,75.0,1.446,-5.71,20,23428.35,11.29,"{""강제청산"": 1, ""동적익절"": 11, ""트레일링스탑"": 4, ""손절"": 4}"
SOON,-3.65,50.0,0.545,-5.55,18,20908.64,2.75,"{""동적익절"": 4, ""손절"": 9, ""트레일링스탑"": 5}"
SPK,-0.36,33.33,0.416,-1.24,3,3490.9,7.17,"{""손절"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
SPURS,4.34,100.0,,-1.07,5,5941.99,2.17,"{""동적익절"": 4, ""트레일링스탑"": 1}"
STABLE,-2.89,30.77,0.541,-3.77,13,15094.17,15.0,"{""손절"": 7, ""동적익절"": 4, ""강제청산"": 1, ""횡보정리"": 1}"
STEEM,-1.19,0.0,0.0,-1.38,2,2303.61,6.25,"{""손절"": 2}"
SUI,-1.43,40.0,0.7,-3.1,15,17464.2,13.19,"{""횡보정리"": 3, ""손절"": 6, ""동적익절"": 6}"
SUNDOG,-0.51,66.67,0.52,-1.47,3,3487.17,1.06,"{""트레일링스탑"": 2, ""손절"": 1}"
SUPER,-0.24,50.0,0.907,-3.48,6,6994.02,5.1,"{""동적익절"": 3, ""손절"": 3}"
SWAP,-4.43,0.0,0.0,-4.73,5,5722.22,1.2,"{""손절"": 5}"
SXT,-1.22,0.0,0.0,-1.33,2,2302.84,7.58,"{""손절"": 2}"
TAIKO,0.0,0.0,,0.0,0,0.0,0.0,{}
TAO,-5.28,21.43,0.168,-6.56,14,16201.04,5.14,"{""손절"": 10, ""트레일링스탑"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
TAVA,0.7,42.86,1.195,-2.91,7,8184.31,1.48,"{""동적익절"": 3, ""손절"": 4}"
TDROP,6.6,50.0,4.029,-2.12,4,4832.14,4.15,"{""동적익절"": 2, ""손절"": 2}"
TEMCO,-2.26,0.0,0.0,-2.38,2,2276.73,0.62,"{""손절"": 2}"
THE,-1.96,25.0,0.053,-2.86,4,4617.56,1.06,"{""트레일링스탑"": 1, ""손절"": 3}"
THETA,-1.54,0.0,0.0,-1.66,2,2294.64,5.88,"{""손절"": 2}"
TOWNS,0.53,37.5,1.206,-1.7,8,9346.7,1.89,"{""손절"": 4, ""동적익절"": 3, ""백테스트종료"": 1}"
TRAC,8.54,60.0,30.667,-1.66,5,6047.38,3.3,"{""트레일링스탑"": 4, ""동적익절"": 1}"
TREE,-1.19,50.0,0.631,-3.81,6,6970.1,17.17,"{""동적익절"": 2, ""손절"": 2, ""강제청산"": 1, ""트레일링스탑"": 1}"
TRUMP,-1.74,35.71,0.633,-4.11,14,16289.78,7.95,"{""동적익절"": 4, ""손절"": 7, ""횡보정리"": 1, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
TRUST,0.15,75.0,1.162,-1.47,4,4670.5,6.81,"{""트레일링스탑"": 2, ""동적익절"": 1, ""손절"": 1}"
TRX,-0.44,50.0,0.252,-0.8,2,2322.28,15.38,"{""동적익절"": 1, ""손절"": 1}"
TURBO,2.23,72.73,2.086,-1.85,11,12889.18,4.55,"{""손절"": 3, ""동적익절"": 5, ""트레일링스탑"": 3}"
UOS,-11.34,16.67,0.102,-12.05,12,13715.86,11.52,"{""손절"": 8, ""강제청산"": 1, ""동적익절"": 1, ""트레일링스탑"": 1, ""횡보정리"": 1}"
