symbol,total_pnl_rate,win_rate,profit_factor,mdd,total_trades,total_fee,avg_holding_hours,reason_counts
DKA,1.65,42.86,1.597,-1.87,7,8207.9,4.17,"{""전략매도"": 1, ""트레일링스탑"": 1, ""동적익절"": 2, ""손절"": 2, ""백테스트종료"": 1}"
DOGE,-0.99,45.45,0.881,-3.21,22,25641.81,14.41,"{""손절"": 5, ""전략매도"": 7, ""횡보정리"": 6, ""동적익절"": 3, ""트레일링스탑"": 1}"
DOOD,2.13,57.14,2.551,-2.33,7,8220.11,9.8,"{""횡보정리"": 2, ""동적익절"": 2, ""트레일링스탑"": 1, ""손절"": 1, ""백테스트종료"": 1}"
DOT,0.94,66.67,13.756,-1.02,3,3523.58,9.81,"{""전략매도"": 3}"
EDGE,-2.06,33.33,0.033,-2.76,3,3448.27,7.03,"{""손절"": 2, ""백테스트종료"": 1}"
ENA,-0.52,33.33,0.592,-1.49,3,3486.95,6.89,"{""전략매도"": 1, ""손절"": 1, ""백테스트종료"": 1}"
ENJ,6.28,77.78,3.501,-3.2,9,10657.48,7.19,"{""횡보정리"": 1, ""동적익절"": 4, ""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 2}"
ENSO,-9.62,32.14,0.356,-11.35,28,32425.54,10.18,"{""손절"": 9, ""트레일링스탑"": 1, ""횡보정리"": 4, ""전략매도"": 11, ""동적익절"": 2, ""백테스트종료"": 1}"
EPT,0.74,50.0,1.194,-3.89,8,9351.85,9.12,"{""트레일링스탑"": 2, ""전략매도"": 1, ""횡보정리"": 1, ""동적익절"": 1, ""손절"": 2, ""백테스트종료"": 1}"
ETH,-1.37,42.42,0.774,-4.62,33,38465.66,10.67,"{""횡보정리"": 4, ""트레일링스탑"": 2, ""전략매도"": 25, ""손절"": 2}"
F,-3.93,27.27,0.516,-6.61,22,25568.21,11.03,"{""전략매도"": 11, ""손절"": 5, ""횡보정리"": 4, ""동적익절"": 1, ""백테스트종료"": 1}"
FANC,-2.72,45.45,0.574,-3.88,11,12765.24,4.8,"{""전략매도"": 2, ""손절"": 5, ""트레일링스탑"": 2, ""동적익절"": 1, ""백테스트종료"": 1}"
FORT,5.5,71.43,10.813,-1.32,7,8304.59,7.98,"{""횡보정리"": 1, ""트레일링스탑"": 1, ""전략매도"": 1, ""동적익절"": 3, ""백테스트종료"": 1}"
G,-5.62,36.36,0.171,-7.64,11,12692.5,5.07,"{""횡보정리"": 1, ""전략매도"": 2, ""트레일링스탑"": 2, ""손절"": 5, ""백테스트종료"": 1}"
GAS,0.47,50.0,1.75,-0.94,4,4678.53,15.77,"{""횡보정리"": 3, ""전략매도"": 1}"
GLM,0.61,50.0,1.721,-1.06,4,4681.9,9.23,"{""전략매도"": 3, ""백테스트종료"": 1}"
GTC,-2.48,0.0,0.0,-3.34,3,3437.82,1.56,"{""손절"": 2, ""백테스트종료"": 1}"
GWEI,-4.45,50.0,0.425,-9.48,14,16221.79,6.16,"{""전략매도"": 4, ""손절"": 6, ""횡보정리"": 1, ""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
H,-5.43,44.44,0.709,-9.37,36,41863.93,7.65,"{""손절"": 16, ""전략매도"": 10, ""횡보정리"": 3, ""트레일링스탑"": 4, ""동적익절"": 3}"
HAEDAL,2.46,78.57,1.785,-2.39,14,16395.07,11.55,"{""전략매도"": 6, ""횡보정리"": 4, ""손절"": 2, ""동적익절"": 1, ""트레일링스탑"": 1}"
HOOK,-7.1,41.67,0.151,-9.03,12,13822.12,8.38,"{""횡보정리"": 3, ""트레일링스탑"": 1, ""손절"": 5, ""전략매도"": 3}"
HUMA,1.53,50.0,1.065,-7.26,44,51371.67,5.19,"{""손절"": 20, ""동적익절"": 12, ""횡보정리"": 1, ""전략매도"": 6, ""트레일링스탑"": 5}"
HYPER,-3.74,28.57,0.193,-4.46,7,8072.97,8.25,"{""횡보정리"": 2, ""전략매도"": 1, ""손절"": 3, ""백테스트종료"": 1}"
ICP,0.05,33.33,1.095,-1.11,3,3501.36,6.61,"{""전략매도"": 3}"
ICX,-2.39,0.0,0.0,-2.98,2,2273.4,4.17,"{""손절"": 2}"
IP,-2.13,33.33,0.325,-3.57,9,10446.67,10.48,"{""전략매도"": 5, ""손절"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
KAIA,-0.42,0.0,0.0,-0.84,1,1156.12,11.83,"{""백테스트종료"": 1}"
KITE,-4.02,0.0,0.0,-4.27,4,4565.89,7.12,"{""손절"": 3, ""백테스트종료"": 1}"
LA,0.27,50.0,1.135,-2.27,6,7006.76,7.04,"{""전략매도"": 2, ""트레일링스탑"": 1, ""손절"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
LISTA,1.11,71.43,1.826,-2.12,7,8194.51,9.71,"{""동적익절"": 1, ""전략매도"": 3, ""횡보정리"": 1, ""손절"": 1, ""백테스트종료"": 1}"
MBX,1.57,66.67,3.646,-0.9,3,3539.26,8.31,"{""동적익절"": 1, ""전략매도"": 1, ""백테스트종료"": 1}"
ME,1.17,57.14,1.912,-1.77,7,8195.96,10.08,"{""횡보정리"": 1, ""전략매도"": 4, ""손절"": 1, ""백테스트종료"": 1}"
MOODENG,-1.56,37.5,0.448,-3.51,8,9294.35,7.24,"{""전략매도"": 5, ""손절"": 2, ""백테스트종료"": 1}"
NEO,-1.72,20.0,0.065,-2.28,5,5790.34,14.67,"{""전략매도"": 1, ""횡보정리"": 2, ""손절"": 1, ""백테스트종료"": 1}"
NXPC,-1.31,57.14,0.348,-2.36,7,8133.88,7.6,"{""횡보정리"": 1, ""전략매도"": 3, ""트레일링스탑"": 1, ""손절"": 1, ""백테스트종료"": 1}"
OGN,-4.95,35.0,0.484,-6.86,20,23209.34,9.04,"{""횡보정리"": 6, ""전략매도"": 4, ""트레일링스탑"": 2, ""손절"": 7, ""동적익절"": 1}"
OXT,1.34,52.63,1.186,-3.12,19,22200.32,8.36,"{""전략매도"": 3, ""손절"": 5, ""동적익절"": 4, ""횡보정리"": 4, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
PEAQ,-4.69,25.0,0.198,-6.05,8,9215.87,3.85,"{""전략매도"": 1, ""손절"": 5, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PENGU,-3.61,42.86,0.595,-6.23,28,32576.21,10.6,"{""손절"": 6, ""트레일링스탑"": 4, ""전략매도"": 15, ""횡보정리"": 3}"
PEPE,-1.57,45.45,0.821,-3.92,22,25627.42,12.01,"{""손절"": 6, ""전략매도"": 6, ""동적익절"": 2, ""횡보정리"": 4, ""트레일링스탑"": 4}"
PLUME,0.89,75.0,440.644,-0.78,4,4689.04,6.17,"{""전략매도"": 2, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
POLA,4.63,52.63,1.424,-4.48,19,22282.6,5.88,"{""전략매도"": 1, ""횡보정리"": 2, ""손절"": 8, ""동적익절"": 5, ""트레일링스탑"": 3}"
POLYX,-4.8,22.22,0.147,-5.53,9,10379.77,8.6,"{""횡보정리"": 3, ""손절"": 4, ""트레일링스탑"": 1, ""백테스트종료"": 1}"
PONKE,1.95,44.44,1.411,-3.55,9,10548.98,9.83,"{""전략매도"": 2, ""동적익절"": 2, ""손절"": 3, ""횡보정리"": 1, ""트레일링스탑"": 1}"
RECALL,-0.34,66.67,0.684,-1.84,3,3491.41,8.94,"{""전략매도"": 1, ""트레일링스탑"": 1, ""손절"": 1}"
RENDER,5.94,85.71,19.217,-1.28,7,8315.47,7.83,"{""트레일링스탑"": 1, ""횡보정리"": 1, ""동적익절"": 3, ""전략매도"": 2}"
RESOLV,0.52,43.59,1.027,-12.68,39,45512.96,6.31,"{""전략매도"": 10, ""횡보정리"": 2, ""동적익절"": 5, ""트레일링스탑"": 7, ""손절"": 15}"
REZ,-0.68,50.0,0.89,-5.35,14,16316.2,5.53,"{""전략매도"": 3, ""트레일링스탑"": 3, ""횡보정리"": 2, ""동적익절"": 1, ""손절"": 5}"
RVN,-1.81,50.0,0.392,-3.24,8,9287.93,9.6,"{""횡보정리"": 2, ""동적익절"": 1, ""손절"": 2, ""트레일링스탑"": 1, ""전략매도"": 1, ""백테스트종료"": 1}"
SAHARA,1.32,50.0,1.656,-3.32,8,9366.36,10.94,"{""전략매도"": 4, ""동적익절"": 2, ""손절"": 1, ""횡보정리"": 1}"
SHELL,-2.19,33.33,0.401,-3.27,6,6945.03,8.04,"{""전략매도"": 2, ""손절"": 3, ""동적익절"": 1}"
SHIB,-0.92,62.5,0.749,-2.77,16,18643.65,13.96,"{""손절"": 2, ""트레일링스탑"": 4, ""전략매도"": 3, ""횡보정리"": 6, ""강제청산"": 1}"
SIGN,3.91,50.0,1.37,-5.37,26,30431.31,7.01,"{""손절"": 9, ""동적익절"": 6, ""트레일링스탑"": 5, ""전략매도"": 4, ""횡보정리"": 2}"
SOL,-3.01,46.43,0.584,-5.06,28,32591.15,11.34,"{""손절"": 3, ""전략매도"": 23, ""횡보정리"": 2}"
SOLV,6.06,63.64,3.357,-1.41,11,12985.15,7.49,"{""동적익절"": 3, ""횡보정리"": 1, ""트레일링스탑"": 2, ""손절"": 2, ""전략매도"": 2, ""백테스트종료"": 1}"
STEEM,-0.74,33.33,0.291,-1.49,3,3481.51,12.56,"{""횡보정리"": 1, ""전략매도"": 1, ""백테스트종료"": 1}"
SUI,-2.44,46.67,0.717,-4.65,30,34938.94,10.34,"{""전략매도"": 16, ""손절"": 6, ""트레일링스탑"": 3, ""횡보정리"": 4, ""동적익절"": 1}"
SUNDOG,-0.52,50.0,0.843,-2.78,8,9320.18,5.42,"{""전략매도"": 3, ""손절"": 3, ""트레일링스탑"": 1, ""동적익절"": 1}"
SXT,-1.91,33.33,0.02,-2.39,3,3452.04,9.08,"{""손절"": 1, ""전략매도"": 1, ""백테스트종료"": 1}"
TAO,0.13,75.0,1.137,-1.31,4,4669.92,6.81,"{""트레일링스탑"": 1, ""전략매도"": 2, ""백테스트종료"": 1}"
TAVA,6.92,77.78,3.853,-1.9,9,10673.51,3.21,"{""트레일링스탑"": 4, ""전략매도"": 1, ""동적익절"": 2, ""손절"": 2}"
THE,-1.95,44.44,0.52,-3.87,9,10451.11,11.49,"{""전략매도"": 4, ""횡보정리"": 2, ""손절"": 3}"
TOWNS,1.69,60.0,1.395,-2.97,10,11708.96,6.34,"{""트레일링스탑"": 4, ""손절"": 3, ""횡보정리"": 1, ""동적익절"": 2}"
TRUMP,-1.82,48.0,0.81,-6.13,25,29121.07,9.92,"{""전략매도"": 11, ""트레일링스탑"": 3, ""횡보정리"": 3, ""손절"": 6, ""동적익절"": 1, ""백테스트종료"": 1}"
TURBO,-3.05,47.06,0.566,-5.35,17,19756.86,12.67,"{""손절"": 5, ""동적익절"": 1, ""트레일링스탑"": 1, ""횡보정리"": 6, ""전략매도"": 3, ""백테스트종료"": 1}"
VIRTUAL,-1.44,43.33,0.868,-5.78,30,34963.96,11.18,"{""전략매도"": 12, ""손절"": 6, ""트레일링스탑"": 4, ""동적익절"": 2, ""횡보정리"": 6}"
WLD,-2.36,50.0,0.762,-5.12,28,32607.63,12.17,"{""손절"": 6, ""전략매도"": 18, ""횡보정리"": 3, ""동적익절"": 1}"
WLFI,0.33,80.0,2.111,-1.19,5,5841.72,10.4,"{""횡보정리"": 1, ""전략매도"": 3, ""백테스트종료"": 1}"
XAI,-2.91,20.0,0.352,-4.63,5,5760.44,2.12,"{""손절"": 4, ""동적익절"": 1}"
XAN,-0.75,52.38,0.933,-7.58,21,24481.13,5.13,"{""전략매도"": 2, ""횡보정리"": 2, ""동적익절"": 4, ""손절"": 8, ""트레일링스탑"": 4, ""백테스트종료"": 1}"
XCN,0.08,42.86,1.022,-3.32,7,8168.55,7.74,"{""손절"": 3, ""전략매도"": 1, ""트레일링스탑"": 1, ""동적익절"": 1, ""백테스트종료"": 1}"
XLM,0.41,62.5,1.084,-3.45,24,28010.36,13.85,"{""손절"": 2, ""전략매도"": 14, ""횡보정리"": 7, ""백테스트종료"": 1}"
XRP,-1.29,42.86,0.782,-3.28,28,32634.22,10.61,"{""손절"": 2, ""전략매도"": 20, ""횡보정리"": 4, ""트레일링스탑"": 2}"
XVS,0.71,83.33,3.195,-1.17,6,7017.85,10.14,"{""횡보정리"": 3, ""트레일링스탑"": 2, ""백테스트종료"": 1}"
