날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-16 10:59:39,NEO,매수,"4,108",40.467845,"166,250",417,-,"477,755"
2026-03-16 14:15:49,NEO,매도,"4,146",40.467845,"167,767",419,"1,098","977,231"
