날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-16 09:04:28,DOGE,매수,140,1422.155689,"199,500",500,-,"616,737"
2026-04-16 12:05:13,DOGE,매도,142,1422.155689,"201,542",504,"1,538","1,017,229"
