날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-01 21:24:19,RAY,매수,"1,059",219.759157,"232,750",583,-,"533,333"
2026-04-01 22:44:34,RAY,매도,"1,035",219.759157,"227,434",569,"-5,884","760,199"
