날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-06 18:02:53,XRP,매수,"2,020",115.220947,"232,750",583,-,"735,790"
2026-04-07 14:56:50,XRP,매도,"1,975",115.220947,"227,566",569,"-5,753","736,579"
