날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-16 09:25:59,BTC,매수,"106,711,998",0.001558,"166,250",417,-,"384,531"
2026-03-16 12:33:16,BTC,매도,"107,288,992",0.001558,"167,149",418,481,"809,883"
2026-03-16 16:58:32,BTC,매수,"107,981,532",0.001540,"166,250",417,-,"643,898"
2026-03-16 19:59:39,BTC,매도,"108,029,508",0.001540,"166,324",416,-342,"559,806"
2026-03-16 23:52:06,BTC,매수,"107,936,442",0.001540,"166,250",417,-,"623,570"
2026-03-17 03:20:28,BTC,매도,"108,478,608",0.001540,"167,085",418,417,"709,935"
