날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-13 13:26:45,CYS,매수,633,367.540236,"232,750",583,-,"314,804"
2026-03-13 14:58:58,CYS,매수,620,112.577752,"69,825",175,-,"475,928"
2026-03-13 15:15:26,CYS,매도,604,480.117988,"289,890",725,"-13,409","531,761"
