날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-27 16:59:05,TRAC,매수,434,536.455956,"232,750",583,-,"766,667"
2026-04-27 17:19:08,TRAC,매도,452,536.455956,"242,529",606,"9,172","1,008,589"
2026-05-22 21:32:40,TRAC,매수,675,344.637135,"232,750",583,-,"747,105"
2026-05-23 04:48:16,TRAC,매도,659,344.637135,"227,006",568,"-6,312","973,543"
