날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-05-22 04:21:17,OPEN,매수,299,779.481306,"232,750",583,-,"753,853"
2026-05-22 08:46:44,OPEN,매도,291,779.481306,"227,153",568,"-6,165","980,439"
