날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-05-10 17:08:43,SUI,매수,"1,629",142.856967,"232,750",583,-,"286,774"
2026-05-10 18:03:54,SUI,매도,"1,655",142.856967,"236,383",591,"3,042","522,566"
2026-05-20 09:43:19,SUI,매수,"1,540",151.129102,"232,750",583,-,"756,674"
2026-05-20 20:09:33,SUI,매도,"1,576",151.129102,"238,156",595,"4,810","987,187"
