날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-27 23:44:52,GWEI,매수,148,1569.496143,"232,750",583,-,"775,256"
2026-04-28 00:19:53,GWEI,매도,150,1569.496143,"234,954",587,"1,616","1,009,622"
