날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-05-07 19:39:03,SOON,매수,263,886.585607,"232,750",583,-,"766,569"
2026-05-07 23:09:24,SOON,매도,256,886.585607,"227,397",568,"-5,922","993,397"
