날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-18 07:38:29,VIRTUAL,매수,"1,114",179.048378,"199,500",500,-,"611,609"
2026-04-18 11:44:27,VIRTUAL,매도,"1,107",179.048378,"198,168",495,"-1,828","1,007,306"
