날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-11 06:52:34,LPT,매수,"3,323",60.042761,"199,500",500,-,"800,000"
2026-04-11 09:23:04,LPT,매도,"3,425",60.042761,"205,655",514,"5,640","805,140"
