날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-23 13:38:55,0G,매수,857,232.867598,"199,500",500,-,"800,000"
2026-03-23 15:30:28,0G,매도,835,232.867598,"194,520",486,"-5,466","994,034"
