날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-20 16:18:28,XRP,매수,"2,163",92.219452,"199,500",500,-,"408,869"
2026-03-20 19:46:58,XRP,매도,"2,161",92.219452,"199,256",498,-742,"606,168"
2026-03-21 17:12:41,XRP,매수,"2,168",92.006375,"199,500",500,-,"805,409"
2026-03-21 20:25:45,XRP,매도,"2,155",92.006375,"198,244",496,"-1,751","603,158"
2026-03-21 22:53:26,XRP,매수,"2,163",92.219452,"199,500",500,-,"599,959"
2026-03-22 01:57:15,XRP,매도,"2,150",92.219452,"198,243",496,"-1,752","797,706"
2026-03-22 04:37:03,XRP,매수,"2,157",92.476450,"199,500",500,-,"397,706"
2026-03-22 07:58:59,XRP,매도,"2,154",92.476450,"199,165",498,-833,"594,110"
