날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-03-15 13:31:39,ENSO,매수,"1,854",89.685494,"166,250",417,-,"335,182"
2026-03-15 16:32:00,ENSO,매도,"1,851",89.685494,"166,034",415,-631,"662,276"
