날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-15 08:35:03,SOON,매수,185,1076.225927,"199,500",500,-,"812,102"
2026-04-15 09:55:19,SOON,매도,191,1076.225927,"205,148",513,"5,135","1,016,737"
