날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-11 14:04:05,CYS,매수,305,654.940120,"199,500",500,-,"603,745"
2026-04-11 14:29:10,CYS,매도,314,654.940120,"205,894",515,"5,879","1,006,837"
2026-04-12 13:33:14,CYS,매수,338,590.806518,"199,500",500,-,"806,837"
2026-04-12 16:33:56,CYS,매도,348,590.806518,"205,779",514,"5,765","1,012,102"
