날짜시간,종목,액션,가격,수량,거래금액,수수료,손익,보유현금
2026-04-17 03:07:53,WAL,매수,115,1731.319969,"199,500",500,-,"817,229"
2026-04-17 04:13:07,WAL,매도,116,1731.319969,"200,431",501,430,"817,159"
